Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-11-23 17:30:00, 36.7686, -122.1105,  2.2,  62,  5.9,  9.1
2011-11-23 18:30:00, 36.7755, -122.1303,  3.1,  42,  8.1, 14.2
2011-11-29 01:00:00, 36.7780, -122.1528,  2.6,  63,  8.3, 21.3
2011-11-29 01:30:00, 36.7723, -122.1358,  2.7, 244,  9.0,  9.8
2011-11-29 02:00:00, 36.7669, -122.1199,  2.5,  80,  9.9, 11.6
2011-11-29 02:30:00, 36.7618, -122.1049,  2.7,  68,  7.9, 11.6
2011-11-29 03:00:00, 36.7567, -122.0898,  3.2,  69, 10.2, 16.0
2011-11-29 03:30:00, 36.7623, -122.0916,  3.0,  78,  9.4, 10.7
2011-11-29 09:30:00, 36.7580, -122.0937,  2.4,  63,  9.0, 10.7
2011-11-29 10:00:00, 36.7612, -122.0890,  3.0, 231,  9.3, 12.8
2011-11-29 17:30:00, 36.7608, -122.1018,  2.2,  74,  9.4, 16.0
2011-11-29 18:00:00, 36.7578, -122.0881,  2.7,  77,  9.1,  9.8
2011-11-30 17:30:00, 36.7726, -122.1223,  3.8,  61,  9.1, 25.6
2011-12-02 07:30:00, 36.7894, -122.1774,  2.5,  21,  6.6,  9.8
2011-12-02 08:00:00, 36.7827, -122.1662,  2.8,  39,  7.9,  9.1
2011-12-02 11:30:00, 36.7662, -122.1035,  2.4,  59, 10.1, 16.0
2011-12-02 12:00:00, 36.7698, -122.1141,  1.9, 281,  6.0, 25.6
2011-12-02 13:00:00, 36.7751, -122.1297,  1.8,  87,  6.4, 14.2
2011-12-02 13:30:00, 36.7771, -122.1353,  1.5,  28,  6.3,  9.8
2011-12-02 14:00:00, 36.7786, -122.1398,  1.7,  40,  7.0, 11.6
2011-12-02 14:30:00, 36.7797, -122.1432,  1.7,  62,  7.6, 10.7
2011-12-02 15:00:00, 36.7804, -122.1453,  1.6,  34,  8.2, 10.7
